ID,Completed,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,general_instructions_key_2.keys,general_instructions_key_2.rt,general_instructions_key_3.keys,general_instructions_key_3.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key_2.keys,enc_instructions_2_key_2.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_block.thisRepN,enc_practice_block.thisTrialN,enc_practice_block.thisN,enc_practice_block.thisIndex,enc_practice_block.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,end_practice_key.keys,end_practice_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,enc_fx_key.rt,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_continue_key.rt,comprehension_question_4.thisRepN,comprehension_question_4.thisTrialN,comprehension_question_4.thisN,comprehension_question_4.thisIndex,comprehension_question_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,rec_fx_key.rt,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,CompletionCode,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,0.84723,,,,,,142,3000,2,3,OBJ,OLP,2,0,stimuli/fractals/5c.jpg,0.234375,-0.416666667,stimuli/fractals/5b.jpg,stimuli/fractals/5c.jpg,stimuli/fractals/5a.jpg,0.234375,-0.416666667,0.234375,-0.138888889,0.078125,-0.416666667,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,1.811705,,,,,,143,2000,2,3,OBJ,ERP,2,0,stimuli/fractals/14c.jpg,0.234375,0.416666667,stimuli/fractals/14c.jpg,stimuli/fractals/14b.jpg,stimuli/fractals/14a.jpg,0.234375,0.416666667,0.078125,0.416666667,0.390625,0.416666667,-0.234375,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,1.07088,,,,,,144,2000,2,3,OBJ,BL,0,0,stimuli/fractals/154a.jpg,0.390625,-0.138888889,stimuli/fractals/154a.jpg,stimuli/fractals/154c.jpg,stimuli/fractals/154b.jpg,0.390625,-0.138888889,0.234375,-0.138888889,0.390625,0.138888889,-0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,1.94913,,,,,,145,3000,2,3,OBJ,OLP,1,3,stimuli/fractals/92b.jpg,-0.234375,0.416666667,stimuli/fractals/92b.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,-0.234375,0.416666667,-0.390625,0.416666667,-0.078125,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,1.94348,,,,,,146,500,2,3,OBJ,ERP,2,0,stimuli/fractals/91a.jpg,-0.390625,-0.416666667,stimuli/fractals/91a.jpg,stimuli/fractals/91c.jpg,stimuli/fractals/91b.jpg,-0.390625,-0.416666667,-0.390625,-0.138888889,-0.234375,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,0.90081,,,,,,147,3000,2,3,OBJ,OLP,2,0,stimuli/fractals/108a.jpg,0.078125,0.138888889,stimuli/fractals/108b.jpg,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,0.078125,0.138888889,-0.078125,0.138888889,0.078125,0.416666667,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,1.025735,,,,,,148,1000,2,3,OBJ,OLP,1,1,stimuli/fractals/80a.jpg,-0.078125,0.416666667,stimuli/fractals/80a.jpg,stimuli/fractals/80b.jpg,stimuli/fractals/80c.jpg,-0.078125,0.416666667,-0.234375,0.416666667,-0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,1.180095,,,,,,149,500,2,3,OBJ,OLP,2,0,stimuli/fractals/92a.jpg,-0.234375,0.416666667,stimuli/fractals/92b.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,-0.234375,0.416666667,-0.390625,0.416666667,-0.078125,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,1.3788,,,,,,150,1000,2,3,OBJ,OLP,2,0,stimuli/fractals/80b.jpg,-0.078125,0.416666667,stimuli/fractals/80a.jpg,stimuli/fractals/80b.jpg,stimuli/fractals/80c.jpg,-0.078125,0.416666667,-0.234375,0.416666667,-0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2000,,3,OBJ,LURE,,,stimuli/fractals/56b.jpg,-0.234375,0.416666667,stimuli/fractals/56c.jpg,stimuli/fractals/56a.jpg,stimuli/fractals/56b.jpg,-0.234375,0.416666667,-0.078125,0.416666667,-0.390625,0.416666667,0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.06752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,101,OLP,stimuli/fractals/56c.jpg,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3000,,3,OBJ,LURE,,,stimuli/fractals/57b.jpg,0.078125,-0.416666667,stimuli/fractals/57c.jpg,stimuli/fractals/57a.jpg,stimuli/fractals/57b.jpg,0.078125,-0.416666667,0.234375,-0.416666667,0.078125,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.517005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,105,ERP,stimuli/fractals/57c.jpg,0.078125,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1000,,3,OBJ,LURE,,,stimuli/fractals/147b.jpg,0.390625,0.416666667,stimuli/fractals/147c.jpg,stimuli/fractals/147a.jpg,stimuli/fractals/147b.jpg,0.390625,0.416666667,0.390625,0.138888889,0.234375,0.416666667,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.916675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,102,OLP,stimuli/fractals/147c.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2000,,3,OBJ,LURE,,,stimuli/fractals/114a.jpg,0.078125,-0.416666667,stimuli/fractals/114c.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114a.jpg,0.078125,-0.416666667,0.078125,-0.138888889,0.234375,-0.416666667,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.652025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,103,OLP,stimuli/fractals/114c.jpg,0.078125,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3000,,3,OBJ,FOIL,,,stimuli/fractals/6a.jpg,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,j,1.36702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,0.393855,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2000,,3,OBJ,FOIL,,,stimuli/fractals/123b.jpg,-0.078125,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.08195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4000,,3,OBJ,FOIL,,,stimuli/fractals/164c.jpg,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.117485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4000,,3,OBJ,LURE,,,stimuli/fractals/11a.jpg,-0.078125,-0.416666667,stimuli/fractals/11c.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11a.jpg,-0.078125,-0.416666667,-0.078125,-0.138888889,0.078125,-0.416666667,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.26858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,111,ERP,stimuli/fractals/11c.jpg,-0.078125,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1000,,3,OBJ,LURE,,,stimuli/fractals/116c.jpg,-0.390625,-0.416666667,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,stimuli/fractals/116c.jpg,-0.390625,-0.416666667,-0.234375,-0.416666667,-0.390625,-0.138888889,0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.598815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,104,OLP,stimuli/fractals/116b.jpg,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5000,,3,OBJ,LURE,,,stimuli/fractals/83a.jpg,0.390625,0.416666667,stimuli/fractals/83c.jpg,stimuli/fractals/83b.jpg,stimuli/fractals/83a.jpg,0.390625,0.416666667,0.234375,0.416666667,0.390625,0.138888889,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.583215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,112,ERP,stimuli/fractals/83c.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3000,,3,OBJ,FOIL,,,stimuli/fractals/35b.jpg,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.748095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1000,,3,OBJ,FOIL,,,stimuli/fractals/59a.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.12724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1000,,3,OBJ,TARGET,,,stimuli/fractals/109c.jpg,-0.234375,0.138888889,stimuli/fractals/109c.jpg,stimuli/fractals/109a.jpg,stimuli/fractals/109b.jpg,-0.234375,0.138888889,-0.234375,-0.138888889,-0.234375,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.442475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,113,ERP,stimuli/fractals/109c.jpg,-0.234375,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1000,,3,OBJ,TARGET,,,stimuli/fractals/85b.jpg,-0.078125,0.416666667,stimuli/fractals/85b.jpg,stimuli/fractals/85a.jpg,stimuli/fractals/85c.jpg,-0.078125,0.416666667,-0.078125,0.138888889,-0.234375,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.316385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,116,OLP,stimuli/fractals/85b.jpg,-0.078125,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,1000,,3,OBJ,FOIL,,,stimuli/fractals/105b.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.21365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2000,,3,OBJ,TARGET,,,stimuli/fractals/62a.jpg,-0.234375,-0.138888889,stimuli/fractals/62a.jpg,stimuli/fractals/62c.jpg,stimuli/fractals/62b.jpg,-0.234375,-0.138888889,-0.234375,-0.416666667,-0.078125,-0.138888889,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.02175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,117,OLP,stimuli/fractals/62a.jpg,-0.234375,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1000,,3,OBJ,TARGET,,,stimuli/fractals/55c.jpg,-0.078125,-0.416666667,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,-0.078125,-0.416666667,-0.234375,-0.416666667,-0.078125,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,120,ERP,stimuli/fractals/55c.jpg,-0.078125,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,4000,,3,OBJ,TARGET,,,stimuli/fractals/106a.jpg,0.234375,0.416666667,stimuli/fractals/106a.jpg,stimuli/fractals/106b.jpg,stimuli/fractals/106c.jpg,0.234375,0.416666667,0.234375,0.138888889,0.390625,0.416666667,-0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.514635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,121,OLP,stimuli/fractals/106a.jpg,0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2000,,3,OBJ,TARGET,,,stimuli/fractals/58a.jpg,-0.234375,-0.138888889,stimuli/fractals/58a.jpg,stimuli/fractals/58c.jpg,stimuli/fractals/58b.jpg,-0.234375,-0.138888889,-0.234375,0.138888889,-0.078125,-0.138888889,0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0.992975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,125,OLP,stimuli/fractals/58a.jpg,-0.234375,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3000,,3,OBJ,FOIL,,,stimuli/fractals/1b.jpg,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.867785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,500,,3,OBJ,TARGET,,,stimuli/fractals/81a.jpg,-0.234375,0.416666667,stimuli/fractals/81a.jpg,stimuli/fractals/81b.jpg,stimuli/fractals/81c.jpg,-0.234375,0.416666667,-0.078125,0.416666667,-0.390625,0.416666667,0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.65917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,122,ERP,stimuli/fractals/81a.jpg,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1000,,3,OBJ,FOIL,,,stimuli/fractals/77c.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.779905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2000,,3,OBJ,TARGET,,,stimuli/fractals/14c.jpg,0.234375,0.416666667,stimuli/fractals/14c.jpg,stimuli/fractals/14b.jpg,stimuli/fractals/14a.jpg,0.234375,0.416666667,0.078125,0.416666667,0.390625,0.416666667,-0.234375,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.143235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,138,ERP,stimuli/fractals/14c.jpg,0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1000,,3,OBJ,LURE,,,stimuli/fractals/91b.jpg,-0.390625,-0.416666667,stimuli/fractals/91a.jpg,stimuli/fractals/91c.jpg,stimuli/fractals/91b.jpg,-0.390625,-0.416666667,-0.390625,-0.138888889,-0.234375,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.44873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,140,ERP,stimuli/fractals/91a.jpg,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
